step,loss,param_0,param_1,grad_param_0,grad_param_1
0,0.015778661365663527,1.0383750649119579,1.3366747337356313,0.0332206023354959,0.048287232399617006
1,0.014109067210404216,1.0139640434309516,1.2984490026375708,0.027154315894875554,0.044188094723118784
2,0.013348161746355145,1.0044467292785382,1.2777006408054616,0.022758787603861748,0.03912887839463678
3,0.012480709104237743,0.9816879416746764,1.2385717624108248,-0.00018370129729722642,0.005747297209796358
4,0.012475331806800487,0.9820870975375537,1.2316858661887937,-0.004843587924829973,-0.0023698220406939588
5,0.012465066321980457,0.984705272555598,1.2319550014936724,-0.003113061551156201,0.00048207980314448045
6,0.012432724161509243,0.9968048973228869,1.2274254190639045,-0.0013444991517490628,0.0030491268057633155
7,0.012342129259264319,1.0494092257479182,1.2029011969547156,0.0035355863032959945,0.009875304638743847
8,0.012316937935597681,1.049555470072999,1.1955323871238672,-0.002210719726899713,-0.0005989626438778354
9,0.012315796848093473,1.05,1.1957051313153124,-0.001585065197421084,0.0003362663938332733
10,0.012315796847606364,1.05,1.1957051311267715,-0.0015850651855679313,0.0003362664247422301
